,Brand,Model,Ram,Rom,Screen_size,Operating System,Processor,Warranty,Price
907,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
908,HP,15s,16,512,15.6,64 bit Windows 11,512,1,
909,Acer,Swift,16,512,14,64 bit Windows 11 Home,512,,
910,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
911,Lenovo,Chromebook,4,,14,Chrome,128,1,"11,000 "
912,Lenovo,IdeaPad,8,512,14,Windows 11,512,,
913,ASUS,Vivobook,16,512,14,Windows 11 Home,512,1,
914,MSI,Modern,8,512,15.6,64 bit Windows 10,512,1,"22,000 "
915,HP,15s,8,512,15.6,64 bit Windows 11,512,1,
916,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
917,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
918,ASUS,Intel,16,,16,Windows 11 Home,8,1,
919,HP,255,8,512,15.6,32 bit Windows 11,512,1,
920,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
921,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
922,ASUS,Vivobook,16,512,14,Windows 11 Home,,,"26,000 "
923,HP,15,8,512,15.6,64 bit Windows 11,512,1,
924,HP,FQ,8,,15.6,64 bit Windows 11,,1,
925,Infinix,Intel,8,512,14,Windows 11,512,1,"22,000 "
926,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
927,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
928,ASUS,Expertbook,16,,14,Windows 11 Home,,1,"22,000 "
929,Acer,Predator,16,,16,Windows 11,8,1,"25,000 "
930,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
931,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
932,ASUS,Vivobook,16,512,16,Windows 11 Home,,1,"26,000 "
933,HP,250,8,512,15.6,64 bit Windows 11 Home,512,1,
934,Samsung,Galaxy,8,512,15.6,Windows 11,512,1,
935,ASUS,Vivobook,8,512,15.6,Windows 11,512,1,
936,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
937,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
938,DELL,Latitude,8,512,15.6,64 bit Windows 11 Home,512,1,"22,000 "
939,Lenovo,V,8,512,14,64 bit Windows 11 Home,512,1,"22,000 "
940,HP,15,16,512,15.6,Windows 11 Home,512,1,"22,000 "
941,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
942,DELL,16,64,,16,Windows 11,24,1,"22,000 "
943,ASUS,Vivobook,8,512,15.6,64 bit Windows 11 Home,512,1,
944,DELL,Intel,8,,14,Windows 11,,,"22,000 "
945,HP,Intel,16,512,15.6,Windows 11,512,1,
946,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
947,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
948,HP,14s,8,512,14,64 bit Windows 11,512,1,
949,ASUS,Vivobook,8,512,14,64 bit Windows 11 Home,512,1,
950,ASUS,Vivobook,16,512,15.6,Windows 11 Home,512,1,"26,000 "
951,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
952,MSI,Cyborg,16,512,15.6,Windows 11,512,2,"22,000 "
953,Samsung,Galaxy,16,512,15.6,Windows 11,512,1,"22,000 "
954,DELL,AMD,8,512,15.6,Windows 11,512,,
955,Lenovo,IdeaPad,16,512,14,Windows 11,512,,
956,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
957,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
958,Lenovo,LOQ,16,512,15.6,Windows 11,512,1,
959,Acer,Chromebook,8,256,14,Chrome,256,1,
960,Samsung,Galaxy,16,512,15.6,64 bit Windows 11,512,1,"22,000 "
961,Acer,Chromebook,8,,15.6,Chrome,128,1,"11,000 "
962,MSI,Cyborg,16,512,15.6,Windows 11,512,2,"22,000 "
963,HP,247,8,,14,Windows 11,,1,
964,DELL,Inspiron,8,512,15.6,64 bit Windows 11 Home,512,,
965,MSI,Vector,32,,18,64 bit Windows 11,16,2,"22,000 "
966,Lenovo,100e,4,,11.6,Chrome,32,1,"8,200 "
967,Lenovo,100e,4,,11.6,Chrome,64,1,"9,500 "
968,DELL,Vostro,8,512,15.6,Windows 11,512,1,"22,000 "
969,ASUS,ROG,32,,14,Windows 11 Home,,1,"32,000 "
970,HP,MSO,16,512,15.6,Windows 11 Home,512,1,"22,000 "
971,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
972,ASUS,VivoBook,8,512,14,64 bit Windows 10,512,1,"22,000 "
973,HP,14,8,512,14,64 bit Windows 11,512,1,
974,Acer,Aspire,16,512,15.6,Windows 11,512,1,"22,000 "
975,MICROSOFT,12,16,512,12,64 bit Windows 11 Home,512,1,
976,DELL,15,16,512,15.6,Windows 11 Home,512,,"22,000 "
977,Lenovo,IdeaPad,16,512,15.6,Windows 11 Home,512,1,"22,000 "
978,DELL,Latitude,16,512,15.6,64 bit Windows 11,512,,
979,MSI,Prestige,16,,14,Windows 11,,2,"22,000 "
980,ASUS,Vivobook,8,512,15.6,Windows 11 Home,512,1,"26,000 "
981,MOTOROLA,Motobook,16,512,14,64 bit Windows 11,512,1,"22,000 "
982,Acer,Aspire,16,512,15.6,Windows 11,512,1,
983,Lenovo,Ideapad,8,256,15.6,64 bit Windows 10,256,1,"22,000 "
